datetime,TXFC2,TXFD1,TXFE1,TXFF1,TXFI1,TXFL1,cash,trade_fee,total,returns,equity_curve,drawdown
2020-03-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,,,
2020-06-18 08:46:00,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-06-18 08:49:00,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-06-18 08:52:00,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-06-18 08:53:00,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-06-18 08:54:00,0.0,0.0,0.0,21820.0,0.0,0.0,4977968.624,187.376,4999788.624,-4.227519999999707e-05,0.9999577248,4.227519999999707e-05
