datetime,TXFC2,TXFD1,TXFE1,TXFL1,cash,commission,total,returns,equity_curve,drawdown
2020-12-17 09:53:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 09:54:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 09:55:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 09:56:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 09:57:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 09:58:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 09:59:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:00:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:01:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:02:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:03:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:04:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:05:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:06:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:07:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:08:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:09:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:10:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:11:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:12:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:13:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:14:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:15:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:16:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:17:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:18:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:19:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:20:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:21:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:22:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:23:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:24:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:25:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:26:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:27:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:28:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:29:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:30:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:31:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:32:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:33:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:34:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:35:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:36:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:37:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:38:00,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,1.0,0.0
2020-12-17 10:39:00,0.0,0.0,0.0,1331000.0,3668998.7,1.3,4999998.7,-2.599999999741698e-07,0.99999974,2.599999999741698e-07
2020-12-17 10:40:00,0.0,0.0,0.0,1331000.0,3668998.7,1.3,4999998.7,0.0,0.99999974,2.599999999741698e-07
2020-12-17 10:41:00,0.0,0.0,0.0,1331000.0,3668998.7,1.3,4999998.7,0.0,0.99999974,2.599999999741698e-07
2020-12-17 10:42:00,0.0,0.0,0.0,1327400.0,3668998.7,1.3,4996398.7,-0.0007200001872000872,0.99927974,0.0007202600000000281
2020-12-17 10:43:00,0.0,0.0,0.0,1327400.0,3668998.7,1.3,4996398.7,0.0,0.99927974,0.0007202600000000281
2020-12-17 10:44:00,0.0,0.0,0.0,1327400.0,3668998.7,1.3,4996398.7,0.0,0.99927974,0.0007202600000000281
2020-12-17 10:45:00,0.0,0.0,0.0,1327400.0,3668998.7,1.3,4996398.7,0.0,0.99927974,0.0007202600000000281
2020-12-17 10:46:00,0.0,0.0,0.0,1327400.0,3668998.7,1.3,4996398.7,0.0,0.99927974,0.0007202600000000281
2020-12-17 10:47:00,0.0,0.0,0.0,1327400.0,3668998.7,1.3,4996398.7,0.0,0.99927974,0.0007202600000000281
2020-12-17 10:48:00,0.0,0.0,0.0,1327400.0,3668998.7,1.3,4996398.7,0.0,0.99927974,0.0007202600000000281
2020-12-17 10:49:00,0.0,0.0,0.0,1329500.0,3668998.7,1.3,4998498.7,0.00042030272724224993,0.99969974,0.00030026000000005215
2020-12-17 10:50:00,0.0,0.0,0.0,1329500.0,3668998.7,1.3,4998498.7,0.0,0.99969974,0.00030026000000005215
2020-12-17 10:51:00,0.0,0.0,0.0,1329500.0,3668998.7,1.3,4998498.7,0.0,0.99969974,0.00030026000000005215
2020-12-17 10:52:00,0.0,0.0,0.0,1329500.0,3668998.7,1.3,4998498.7,0.0,0.99969974,0.00030026000000005215
2020-12-17 10:53:00,0.0,0.0,0.0,1329900.0,3668998.7,1.3,4998898.7,8.0024028014547e-05,0.9997797399999998,0.0002202600000001942
2020-12-17 10:54:00,0.0,0.0,0.0,1329900.0,3668998.7,1.3,4998898.7,0.0,0.9997797399999998,0.0002202600000001942
2020-12-17 10:55:00,0.0,0.0,0.0,0.0,4998897.4,2.6,4998897.4,-2.600572801547685e-07,0.9997794799999998,0.00022052000000016836
2020-12-17 10:56:00,0.0,0.0,0.0,0.0,4998897.4,2.6,4998897.4,0.0,0.9997794799999998,0.00022052000000016836
2020-12-17 10:57:00,0.0,0.0,0.0,0.0,4998897.4,2.6,4998897.4,0.0,0.9997794799999998,0.00022052000000016836
2020-12-17 10:58:00,0.0,0.0,0.0,0.0,4998897.4,2.6,4998897.4,0.0,0.9997794799999998,0.00022052000000016836
2020-12-17 10:59:00,0.0,0.0,0.0,0.0,4998897.4,2.6,4998897.4,0.0,0.9997794799999998,0.00022052000000016836
2020-12-17 11:00:00,0.0,0.0,0.0,0.0,4998897.4,2.6,4998897.4,0.0,0.9997794799999998,0.00022052000000016836
2020-12-17 11:01:00,0.0,0.0,0.0,0.0,4998897.4,2.6,4998897.4,0.0,0.9997794799999998,0.00022052000000016836
2020-12-17 11:02:00,0.0,0.0,0.0,0.0,4998897.4,2.6,4998897.4,0.0,0.9997794799999998,0.00022052000000016836
2020-12-17 11:03:00,0.0,0.0,0.0,0.0,4998897.4,2.6,4998897.4,0.0,0.9997794799999998,0.00022052000000016836
2020-12-17 11:04:00,0.0,0.0,0.0,0.0,4998897.4,2.6,4998897.4,0.0,0.9997794799999998,0.00022052000000016836
2020-12-17 11:05:00,0.0,0.0,0.0,0.0,4998897.4,2.6,4998897.4,0.0,0.9997794799999998,0.00022052000000016836
2020-12-17 11:06:00,0.0,0.0,0.0,0.0,4998897.4,2.6,4998897.4,0.0,0.9997794799999998,0.00022052000000016836
2020-12-17 11:07:00,0.0,0.0,0.0,1329900.0,3668996.1000000006,3.9000000000000004,4998896.100000001,-2.600573477673507e-07,0.9997792199999999,0.00022078000000014253
2020-12-17 11:08:00,0.0,0.0,0.0,1329900.0,3668996.1000000006,3.9000000000000004,4998896.100000001,0.0,0.9997792199999999,0.00022078000000014253
2020-12-17 11:09:00,0.0,0.0,0.0,1329900.0,3668996.1000000006,3.9000000000000004,4998896.100000001,0.0,0.9997792199999999,0.00022078000000014253
2020-12-17 11:10:00,0.0,0.0,0.0,1331400.0,3668996.1000000006,3.9000000000000004,5000396.100000001,0.00030006624862632947,1.0000792199999997,0.0
2020-12-17 11:11:00,0.0,0.0,0.0,1331400.0,3668996.1000000006,3.9000000000000004,5000396.100000001,0.0,1.0000792199999997,0.0
2020-12-17 11:12:00,0.0,0.0,0.0,1331400.0,3668996.1000000006,3.9000000000000004,5000396.100000001,0.0,1.0000792199999997,0.0
2020-12-17 11:13:00,0.0,0.0,0.0,1331400.0,3668996.1000000006,3.9000000000000004,5000396.100000001,0.0,1.0000792199999997,0.0
2020-12-17 11:14:00,0.0,0.0,0.0,1331400.0,3668996.1000000006,3.9000000000000004,5000396.100000001,0.0,1.0000792199999997,0.0
2020-12-17 11:15:00,0.0,0.0,0.0,1331400.0,3668996.1000000006,3.9000000000000004,5000396.100000001,0.0,1.0000792199999997,0.0
2020-12-17 11:16:00,0.0,0.0,0.0,1331400.0,3668996.1000000006,3.9000000000000004,5000396.100000001,0.0,1.0000792199999997,0.0
2020-12-17 11:17:00,0.0,0.0,0.0,1331400.0,3668996.1000000006,3.9000000000000004,5000396.100000001,0.0,1.0000792199999997,0.0
2020-12-17 11:18:00,0.0,0.0,0.0,1331400.0,3668996.1000000006,3.9000000000000004,5000396.100000001,0.0,1.0000792199999997,0.0
2020-12-17 11:19:00,0.0,0.0,0.0,1331400.0,3668996.1000000006,3.9000000000000004,5000396.100000001,0.0,1.0000792199999997,0.0
2020-12-17 11:20:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,-3.9996831451061254e-05,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:21:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:22:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:23:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:24:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:25:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:26:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:27:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:28:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:29:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:30:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:31:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:32:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:33:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:34:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:35:00,0.0,0.0,0.0,1331200.0,3668996.1000000006,3.9000000000000004,5000196.100000001,0.0,1.0000392199999997,4.0000000000040004e-05
2020-12-17 11:36:00,0.0,0.0,0.0,1329400.0,3668996.1000000006,3.9000000000000004,4998396.100000001,-0.00035998588135377485,0.9996792199999996,0.00040000000000006697
2020-12-17 11:37:00,0.0,0.0,0.0,1329400.0,3668996.1000000006,3.9000000000000004,4998396.100000001,0.0,0.9996792199999996,0.00040000000000006697
2020-12-17 11:38:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,-2.600834295707344e-07,0.9996789599999997,0.00040026000000004114
2020-12-17 11:39:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:40:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:41:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:42:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:43:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:44:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:45:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:46:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:47:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:48:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:49:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:50:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:51:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:52:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:53:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:54:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:55:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:56:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:57:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:58:00,0.0,0.0,0.0,0.0,4998394.800000001,5.2,4998394.800000001,0.0,0.9996789599999997,0.00040026000000004114
2020-12-17 11:59:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,-2.600834971833166e-07,0.9996786999999997,0.0004005200000000153
2020-12-17 12:00:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:01:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:02:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:03:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:04:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:05:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:06:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:07:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:08:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:09:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:10:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:11:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:12:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:13:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:14:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:15:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:16:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
2020-12-17 12:17:00,0.0,0.0,0.0,1331100.0,3667293.500000001,6.5,4998393.500000001,0.0,0.9996786999999997,0.0004005200000000153
